"File","formula","AIC"
"results_experiment_1_babble_phonetic_BPE_with_spaces.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity_num || set) + (1 + plurality | Head)",958.972991949809
"results_experiment_1_babble_phonetic_char_no_spaces.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity_num * plurality_num || set) + (1 | Head)",873.254566289825
"results_experiment_1_babble_phonetic_char_with_spaces.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity + plurality | set) + (1 + regularity + plurality | Head)",803.220903679381
"results_experiment_1_babble_txt_BPE_with_spaces.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + plurality_num || set) + (1 + plurality_num || Head)",953.06592413826
"results_experiment_1_babble_txt_char_no_spaces.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity_num * plurality_num || set) + (1 + plurality_num || Head)",866.364556612742
"results_experiment_1_babble_txt_char_with_spaces.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity_num * plurality_num || set) + (1 + plurality | Head)",794.642971416312
"results_experiment_1_babyLlama_100M.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity + plurality | set) + (1 + plurality | Head)",651.655760435216
"results_experiment_1_CLASS_IT.csv","Surprisal.head ~ 1 + regularity * plurality + (1 | set) + (1 + regularity | Head)",1018.85788585566
"results_experiment_1_gpt_2_100M.csv","Surprisal.head ~ 1 + regularity * plurality + (1 | set) + (1 + plurality | Head)",827.932483900973
"results_experiment_1_gpt_bert_100M_causal.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity | set) + (1 + plurality | Head)",829.508022235208
"results_experiment_1_gpt_bert_100M_masked.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity + plurality | set) + (1 + plurality | Head)",793.957672553049
"results_experiment_1_gpt_bert_100M_mixed.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity | set) + (1 + plurality_num || Head)",768.288302801042
"results_experiment_1_grapheme_llama_no_spaces.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity_num + plurality_num || set) + (1 + regularity + plurality | Head)",850.510821523126
"results_experiment_1_grapheme_llama_with_spaces.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity_num || set) + (1 + plurality | Head)",753.039521089008
"results_experiment_1_OPT_100M.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + plurality_num || set) + (1 + plurality | Head)",877.473578531454
"results_experiment_1_phoneme_llama.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity * plurality | set) + (1 + plurality | Head)",864.531146307787
"results_experiment_1_phoneme_llama_no_spaces.csv","Surprisal.head ~ 1 + regularity * plurality + (1 + regularity * plurality | set) + (1 + regularity_num || Head)",962.473401529136
